sku,name,category,brand,date,price_irr,price_toman
AMO-009,"دیسک چرخ ام‌وی‌ام 22X جلو",brake-discs,mvm,2026-08-10,481945000,48194500
AMO-009,"دیسک چرخ ام‌وی‌ام 22X جلو",brake-discs,mvm,2026-08-17,483380000,48338000
AMO-009,"دیسک چرخ ام‌وی‌ام 22X جلو",brake-discs,mvm,2026-08-24,495340000,49534000
AMO-009,"دیسک چرخ ام‌وی‌ام 22X جلو",brake-discs,mvm,2026-08-31,497750000,49775000
AMO-009,"دیسک چرخ ام‌وی‌ام 22X جلو",brake-discs,mvm,2026-09-07,510600000,51060000
AMO-009,"دیسک چرخ ام‌وی‌ام 22X جلو",brake-discs,mvm,2026-09-14,506385000,50638500
AMO-010,"دیسک چرخ ام‌وی‌ام 22X جلو TRA-X",brake-discs,mvm,2026-06-29,455010000,45501000
AMO-010,"دیسک چرخ ام‌وی‌ام 22X جلو TRA-X",brake-discs,mvm,2026-07-06,457525000,45752500
AMO-010,"دیسک چرخ ام‌وی‌ام 22X جلو TRA-X",brake-discs,mvm,2026-07-13,469870000,46987000
AMO-010,"دیسک چرخ ام‌وی‌ام 22X جلو TRA-X",brake-discs,mvm,2026-07-20,481595000,48159500
AMO-010,"دیسک چرخ ام‌وی‌ام 22X جلو TRA-X",brake-discs,mvm,2026-07-27,481115000,48111500
AMO-010,"دیسک چرخ ام‌وی‌ام 22X جلو TRA-X",brake-discs,mvm,2026-08-03,493395000,49339500
AMO-010,"دیسک چرخ ام‌وی‌ام 22X جلو TRA-X",brake-discs,mvm,2026-08-10,496405000,49640500
AMO-010,"دیسک چرخ ام‌وی‌ام 22X جلو TRA-X",brake-discs,mvm,2026-08-17,506920000,50692000
AMO-010,"دیسک چرخ ام‌وی‌ام 22X جلو TRA-X",brake-discs,mvm,2026-08-24,520155000,52015500
AMO-010,"دیسک چرخ ام‌وی‌ام 22X جلو TRA-X",brake-discs,mvm,2026-08-31,526195000,52619500
AMO-010,"دیسک چرخ ام‌وی‌ام 22X جلو TRA-X",brake-discs,mvm,2026-09-07,533905000,53390500
AMO-010,"دیسک چرخ ام‌وی‌ام 22X جلو TRA-X",brake-discs,mvm,2026-09-14,539055000,53905500
AMO-011,"دیسک چرخ ام‌وی‌ام 22X عقب",brake-discs,mvm,2026-06-29,314905000,31490500
AMO-011,"دیسک چرخ ام‌وی‌ام 22X عقب",brake-discs,mvm,2026-07-06,331000000,33100000
AMO-011,"دیسک چرخ ام‌وی‌ام 22X عقب",brake-discs,mvm,2026-07-13,332005000,33200500
AMO-011,"دیسک چرخ ام‌وی‌ام 22X عقب",brake-discs,mvm,2026-07-20,327825000,32782500
AMO-011,"دیسک چرخ ام‌وی‌ام 22X عقب",brake-discs,mvm,2026-07-27,332465000,33246500
AMO-011,"دیسک چرخ ام‌وی‌ام 22X عقب",brake-discs,mvm,2026-08-03,336970000,33697000
AMO-011,"دیسک چرخ ام‌وی‌ام 22X عقب",brake-discs,mvm,2026-08-10,333130000,33313000
AMO-011,"دیسک چرخ ام‌وی‌ام 22X عقب",brake-discs,mvm,2026-08-17,345055000,34505500
AMO-011,"دیسک چرخ ام‌وی‌ام 22X عقب",brake-discs,mvm,2026-08-24,356990000,35699000
AMO-011,"دیسک چرخ ام‌وی‌ام 22X عقب",brake-discs,mvm,2026-08-31,375240000,37524000
AMO-011,"دیسک چرخ ام‌وی‌ام 22X عقب",brake-discs,mvm,2026-09-07,397805000,39780500
AMO-011,"دیسک چرخ ام‌وی‌ام 22X عقب",brake-discs,mvm,2026-09-14,392040000,39204000
AMO-012,"دیسک چرخ ام‌وی‌ام 22X عقب TRA-X",brake-discs,mvm,2026-06-29,366700000,36670000
AMO-012,"دیسک چرخ ام‌وی‌ام 22X عقب TRA-X",brake-discs,mvm,2026-07-06,366510000,36651000
AMO-012,"دیسک چرخ ام‌وی‌ام 22X عقب TRA-X",brake-discs,mvm,2026-07-13,380150000,38015000
AMO-012,"دیسک چرخ ام‌وی‌ام 22X عقب TRA-X",brake-discs,mvm,2026-07-20,381925000,38192500
AMO-012,"دیسک چرخ ام‌وی‌ام 22X عقب TRA-X",brake-discs,mvm,2026-07-27,390335000,39033500
AMO-012,"دیسک چرخ ام‌وی‌ام 22X عقب TRA-X",brake-discs,mvm,2026-08-03,403045000,40304500
AMO-012,"دیسک چرخ ام‌وی‌ام 22X عقب TRA-X",brake-discs,mvm,2026-08-10,415520000,41552000
AMO-012,"دیسک چرخ ام‌وی‌ام 22X عقب TRA-X",brake-discs,mvm,2026-08-17,421545000,42154500
AMO-012,"دیسک چرخ ام‌وی‌ام 22X عقب TRA-X",brake-discs,mvm,2026-08-24,423135000,42313500
AMO-012,"دیسک چرخ ام‌وی‌ام 22X عقب TRA-X",brake-discs,mvm,2026-08-31,428440000,42844000
AMO-012,"دیسک چرخ ام‌وی‌ام 22X عقب TRA-X",brake-discs,mvm,2026-09-07,434350000,43435000
AMO-012,"دیسک چرخ ام‌وی‌ام 22X عقب TRA-X",brake-discs,mvm,2026-09-14,432877500,43287750
AMO-013,"دیسک چرخ ام‌وی‌ام 33X جلو",brake-discs,mvm,2026-06-29,420205000,42020500
AMO-013,"دیسک چرخ ام‌وی‌ام 33X جلو",brake-discs,mvm,2026-07-06,418145000,41814500
AMO-013,"دیسک چرخ ام‌وی‌ام 33X جلو",brake-discs,mvm,2026-07-13,414495000,41449500
AMO-013,"دیسک چرخ ام‌وی‌ام 33X جلو",brake-discs,mvm,2026-07-20,416435000,41643500
AMO-013,"دیسک چرخ ام‌وی‌ام 33X جلو",brake-discs,mvm,2026-07-27,420325000,42032500
AMO-013,"دیسک چرخ ام‌وی‌ام 33X جلو",brake-discs,mvm,2026-08-03,415390000,41539000
AMO-013,"دیسک چرخ ام‌وی‌ام 33X جلو",brake-discs,mvm,2026-08-10,437235000,43723500
AMO-013,"دیسک چرخ ام‌وی‌ام 33X جلو",brake-discs,mvm,2026-08-17,434015000,43401500
AMO-013,"دیسک چرخ ام‌وی‌ام 33X جلو",brake-discs,mvm,2026-08-24,437115000,43711500
AMO-013,"دیسک چرخ ام‌وی‌ام 33X جلو",brake-discs,mvm,2026-08-31,456395000,45639500
AMO-013,"دیسک چرخ ام‌وی‌ام 33X جلو",brake-discs,mvm,2026-09-07,478275000,47827500
AMO-013,"دیسک چرخ ام‌وی‌ام 33X جلو",brake-discs,mvm,2026-09-14,498217500,49821750
AMO-014,"دیسک چرخ ام‌وی‌ام 33X جلو TRA-X",brake-discs,mvm,2026-06-29,444935000,44493500
AMO-014,"دیسک چرخ ام‌وی‌ام 33X جلو TRA-X",brake-discs,mvm,2026-07-06,460055000,46005500
AMO-014,"دیسک چرخ ام‌وی‌ام 33X جلو TRA-X",brake-discs,mvm,2026-07-13,471865000,47186500
AMO-014,"دیسک چرخ ام‌وی‌ام 33X جلو TRA-X",brake-discs,mvm,2026-07-20,479375000,47937500
AMO-014,"دیسک چرخ ام‌وی‌ام 33X جلو TRA-X",brake-discs,mvm,2026-07-27,495840000,49584000
AMO-014,"دیسک چرخ ام‌وی‌ام 33X جلو TRA-X",brake-discs,mvm,2026-08-03,494595000,49459500
AMO-014,"دیسک چرخ ام‌وی‌ام 33X جلو TRA-X",brake-discs,mvm,2026-08-10,512120000,51212000
AMO-014,"دیسک چرخ ام‌وی‌ام 33X جلو TRA-X",brake-discs,mvm,2026-08-17,524620000,52462000
AMO-014,"دیسک چرخ ام‌وی‌ام 33X جلو TRA-X",brake-discs,mvm,2026-08-24,528610000,52861000
AMO-014,"دیسک چرخ ام‌وی‌ام 33X جلو TRA-X",brake-discs,mvm,2026-08-31,527570000,52757000
AMO-014,"دیسک چرخ ام‌وی‌ام 33X جلو TRA-X",brake-discs,mvm,2026-09-07,533870000,53387000
AMO-014,"دیسک چرخ ام‌وی‌ام 33X جلو TRA-X",brake-discs,mvm,2026-09-14,530887500,53088750
AMO-015,"دیسک چرخ ام‌وی‌ام S33X جلو",brake-discs,mvm,2026-06-29,417980000,41798000
AMO-015,"دیسک چرخ ام‌وی‌ام S33X جلو",brake-discs,mvm,2026-07-06,425435000,42543500
AMO-015,"دیسک چرخ ام‌وی‌ام S33X جلو",brake-discs,mvm,2026-07-13,438010000,43801000
AMO-015,"دیسک چرخ ام‌وی‌ام S33X جلو",brake-discs,mvm,2026-07-20,450135000,45013500
AMO-015,"دیسک چرخ ام‌وی‌ام S33X جلو",brake-discs,mvm,2026-07-27,448565000,44856500
AMO-015,"دیسک چرخ ام‌وی‌ام S33X جلو",brake-discs,mvm,2026-08-03,470550000,47055000
AMO-015,"دیسک چرخ ام‌وی‌ام S33X جلو",brake-discs,mvm,2026-08-10,474750000,47475000
AMO-015,"دیسک چرخ ام‌وی‌ام S33X جلو",brake-discs,mvm,2026-08-17,483665000,48366500
AMO-015,"دیسک چرخ ام‌وی‌ام S33X جلو",brake-discs,mvm,2026-08-24,506010000,50601000
AMO-015,"دیسک چرخ ام‌وی‌ام S33X جلو",brake-discs,mvm,2026-08-31,512425000,51242500
AMO-015,"دیسک چرخ ام‌وی‌ام S33X جلو",brake-discs,mvm,2026-09-07,525410000,52541000
AMO-015,"دیسک چرخ ام‌وی‌ام S33X جلو",brake-discs,mvm,2026-09-14,522720000,52272000
AMO-016,"دیسک چرخ ام‌وی‌ام S33X جلو TRA-X",brake-discs,mvm,2026-06-29,492520000,49252000
AMO-016,"دیسک چرخ ام‌وی‌ام S33X جلو TRA-X",brake-discs,mvm,2026-07-06,503365000,50336500
AMO-016,"دیسک چرخ ام‌وی‌ام S33X جلو TRA-X",brake-discs,mvm,2026-07-13,513300000,51330000
AMO-016,"دیسک چرخ ام‌وی‌ام S33X جلو TRA-X",brake-discs,mvm,2026-07-20,529925000,52992500
AMO-016,"دیسک چرخ ام‌وی‌ام S33X جلو TRA-X",brake-discs,mvm,2026-07-27,527845000,52784500
AMO-016,"دیسک چرخ ام‌وی‌ام S33X جلو TRA-X",brake-discs,mvm,2026-08-03,523035000,52303500
AMO-016,"دیسک چرخ ام‌وی‌ام S33X جلو TRA-X",brake-discs,mvm,2026-08-10,534875000,53487500
AMO-016,"دیسک چرخ ام‌وی‌ام S33X جلو TRA-X",brake-discs,mvm,2026-08-17,542765000,54276500
AMO-016,"دیسک چرخ ام‌وی‌ام S33X جلو TRA-X",brake-discs,mvm,2026-08-24,549420000,54942000
AMO-016,"دیسک چرخ ام‌وی‌ام S33X جلو TRA-X",brake-discs,mvm,2026-08-31,550915000,55091500
AMO-016,"دیسک چرخ ام‌وی‌ام S33X جلو TRA-X",brake-discs,mvm,2026-09-07,558930000,55893000
AMO-016,"دیسک چرخ ام‌وی‌ام S33X جلو TRA-X",brake-discs,mvm,2026-09-14,563557500,56355750
AMO-017,"دیسک چرخ ام‌وی‌ام 110 جلو",brake-discs,mvm,2026-06-29,158050000,15805000
AMO-017,"دیسک چرخ ام‌وی‌ام 110 جلو",brake-discs,mvm,2026-07-06,163130000,16313000
AMO-017,"دیسک چرخ ام‌وی‌ام 110 جلو",brake-discs,mvm,2026-07-13,168570000,16857000
AMO-017,"دیسک چرخ ام‌وی‌ام 110 جلو",brake-discs,mvm,2026-07-20,169940000,16994000
AMO-017,"دیسک چرخ ام‌وی‌ام 110 جلو",brake-discs,mvm,2026-07-27,177190000,17719000
AMO-017,"دیسک چرخ ام‌وی‌ام 110 جلو",brake-discs,mvm,2026-08-03,174855000,17485500
AMO-017,"دیسک چرخ ام‌وی‌ام 110 جلو",brake-discs,mvm,2026-08-10,175860000,17586000
AMO-017,"دیسک چرخ ام‌وی‌ام 110 جلو",brake-discs,mvm,2026-08-17,174385000,17438500
AMO-017,"دیسک چرخ ام‌وی‌ام 110 جلو",brake-discs,mvm,2026-08-24,180255000,18025500
AMO-017,"دیسک چرخ ام‌وی‌ام 110 جلو",brake-discs,mvm,2026-08-31,188595000,18859500
AMO-017,"دیسک چرخ ام‌وی‌ام 110 جلو",brake-discs,mvm,2026-09-07,190695000,19069500
AMO-017,"دیسک چرخ ام‌وی‌ام 110 جلو",brake-discs,mvm,2026-09-14,196020000,19602000
AMO-018,"دیسک چرخ ام‌وی‌ام 315 جلو",brake-discs,mvm,2026-06-29,311760000,31176000
AMO-018,"دیسک چرخ ام‌وی‌ام 315 جلو",brake-discs,mvm,2026-07-06,317000000,31700000
AMO-018,"دیسک چرخ ام‌وی‌ام 315 جلو",brake-discs,mvm,2026-07-13,316475000,31647500
AMO-018,"دیسک چرخ ام‌وی‌ام 315 جلو",brake-discs,mvm,2026-07-20,320215000,32021500
AMO-018,"دیسک چرخ ام‌وی‌ام 315 جلو",brake-discs,mvm,2026-07-27,330155000,33015500
AMO-018,"دیسک چرخ ام‌وی‌ام 315 جلو",brake-discs,mvm,2026-08-03,338305000,33830500
AMO-018,"دیسک چرخ ام‌وی‌ام 315 جلو",brake-discs,mvm,2026-08-10,346910000,34691000
AMO-018,"دیسک چرخ ام‌وی‌ام 315 جلو",brake-discs,mvm,2026-08-17,349175000,34917500
AMO-018,"دیسک چرخ ام‌وی‌ام 315 جلو",brake-discs,mvm,2026-08-24,353775000,35377500
AMO-018,"دیسک چرخ ام‌وی‌ام 315 جلو",brake-discs,mvm,2026-08-31,353565000,35356500
AMO-018,"دیسک چرخ ام‌وی‌ام 315 جلو",brake-discs,mvm,2026-09-07,353570000,35357000
AMO-018,"دیسک چرخ ام‌وی‌ام 315 جلو",brake-discs,mvm,2026-09-14,359370000,35937000
AMO-019,"دیسک چرخ ام‌وی‌ام 315 جلو TRA-X",brake-discs,mvm,2026-06-29,346910000,34691000
AMO-019,"دیسک چرخ ام‌وی‌ام 315 جلو TRA-X",brake-discs,mvm,2026-07-06,355515000,35551500
AMO-019,"دیسک چرخ ام‌وی‌ام 315 جلو TRA-X",brake-discs,mvm,2026-07-13,363580000,36358000
AMO-019,"دیسک چرخ ام‌وی‌ام 315 جلو TRA-X",brake-discs,mvm,2026-07-20,365565000,36556500
AMO-019,"دیسک چرخ ام‌وی‌ام 315 جلو TRA-X",brake-discs,mvm,2026-07-27,372535000,37253500
AMO-019,"دیسک چرخ ام‌وی‌ام 315 جلو TRA-X",brake-discs,mvm,2026-08-03,373045000,37304500
AMO-019,"دیسک چرخ ام‌وی‌ام 315 جلو TRA-X",brake-discs,mvm,2026-08-10,375250000,37525000
AMO-019,"دیسک چرخ ام‌وی‌ام 315 جلو TRA-X",brake-discs,mvm,2026-08-17,382685000,38268500
AMO-019,"دیسک چرخ ام‌وی‌ام 315 جلو TRA-X",brake-discs,mvm,2026-08-24,394780000,39478000
AMO-019,"دیسک چرخ ام‌وی‌ام 315 جلو TRA-X",brake-discs,mvm,2026-08-31,397650000,39765000
AMO-019,"دیسک چرخ ام‌وی‌ام 315 جلو TRA-X",brake-discs,mvm,2026-09-07,403665000,40366500
AMO-019,"دیسک چرخ ام‌وی‌ام 315 جلو TRA-X",brake-discs,mvm,2026-09-14,408375000,40837500
AMO-020,"دیسک چرخ ام‌وی‌ام 530 جلو",brake-discs,mvm,2026-06-29,286175000,28617500
AMO-020,"دیسک چرخ ام‌وی‌ام 530 جلو",brake-discs,mvm,2026-07-06,282885000,28288500
AMO-020,"دیسک چرخ ام‌وی‌ام 530 جلو",brake-discs,mvm,2026-07-13,285225000,28522500
AMO-020,"دیسک چرخ ام‌وی‌ام 530 جلو",brake-discs,mvm,2026-07-20,286740000,28674000
AMO-020,"دیسک چرخ ام‌وی‌ام 530 جلو",brake-discs,mvm,2026-07-27,298655000,29865500
AMO-020,"دیسک چرخ ام‌وی‌ام 530 جلو",brake-discs,mvm,2026-08-03,313820000,31382000
AMO-020,"دیسک چرخ ام‌وی‌ام 530 جلو",brake-discs,mvm,2026-08-10,316210000,31621000
AMO-020,"دیسک چرخ ام‌وی‌ام 530 جلو",brake-discs,mvm,2026-08-17,326435000,32643500
AMO-020,"دیسک چرخ ام‌وی‌ام 530 جلو",brake-discs,mvm,2026-08-24,345700000,34570000
